,id_x,location,lat_x,long_x,description,category,created_at,image_filename,user,data_id,id_y,device_name,lat_y,long_y,pm_25,pm_10,no2,co,co2,ch4,temp,rh,data_created_time,date,month,AQI
85,862,Sector 7,28.4705958,77.01828,The censor was kept in bhim nagar sector 6 in not a wide road and most of the roads over there are not so wide and the humidity on those areas is quite high and in front of the house where it was kept there was a house which was being constructed and because of it pm 10 was also up,Construction & Demolition Waste,2024-10-17 12:50:03.411826,1000181053.jpg,person 11,6241381,6241381,TARA009,28.469286,77.021286,61.2,161.9,15.0,0.97,,,34.4,33.0,2024-10-17 18:16:00,2024-10-17,2024-10,Moderate
86,865,Sector 7,28.4648055,77.0086023,Too many Vehicles,Vehicle Pollution,2024-10-18 02:42:43.810739,1000011933.jpg,person 14,6285586,6285586,TARA080,,,,,37.0,,1267.0,,29.7,44.0,2024-10-18 08:11:00,2024-10-18,2024-10,Hazardous
87,866,Sector 16,28.4639453,77.0376165,Construction waste,Construction & Demolition Waste,2024-10-18 03:12:50.522212,1000012057.jpg,person 14,6287280,6287280,TARA080,28.465036,77.035789,322.7,514.4,34.0,,995.0,,32.9,41.0,2024-10-18 08:41:00,2024-10-18,2024-10,Hazardous
88,867,Sector 16,28.4677229,77.0429536,Construction waste ,Construction & Demolition Waste,2024-10-18 03:15:55.370889,1000078103.jpg,person 12,6287403,6287403,TARA010,,,600.7,1338.8,15.0,1.57,,,33.9,31.0,2024-10-18 08:43:00,2024-10-18,2024-10,Hazardous
89,868,Sector 43,28.4475867,77.0796503,Too many Vehicles,Vehicle Pollution,2024-10-18 03:45:04.855840,1000078104.jpg,person 12,6289187,6289187,TARA010,,,394.9,781.3,17.0,1.35,,,35.7,29.0,2024-10-18 09:13:00,2024-10-18,2024-10,Hazardous
90,870,IFFCO Chowk,28.4770071,77.0715494,Iffco chowk ,Construction & Demolition Waste,2024-10-18 09:25:53.196499,IMG_20241018_145409.jpg,person 20,6309542,6309542,TARA093,28.478136,77.070549,65.9,89.9,21.07,0.76,,,40.3,25.0,2024-10-18 14:55:00,2024-10-18,2024-10,Moderate
91,871,Sector 7,28.4706259,77.0183041,Near the area of sector 4 there was a lot of dust in the air and also the reason of pm 10 rising and near the red light of the bus stop of kanhai pm 2.5 and humidity went up because of the bus and car heats .,Construction & Demolition Waste,2024-10-18 18:21:47.204390,1000181759.jpg,person 11,6318359,6318359,TARA009,,,98.1,238.5,15.0,2.29,,,34.4,30.0,2024-10-18 17:23:00,2024-10-18,2024-10,Moderate
92,872,Sector 8,28.4632101,77.0184829,Vehicle Pollution is the introduction of harmful materials into the environment.,Vehicle Pollution,2024-10-19 02:50:56.481998,1000078213.jpg,person 12,6358141,6358141,TARA010,,,334.7,540.2,38.27,2.01,,,31.9,31.0,2024-10-19 08:18:00,2024-10-19,2024-10,Hazardous
93,873,Sector 7,28.4650346,77.0151637,Construction waste ,Construction & Demolition Waste,2024-10-19 02:53:57.821531,1000078218.jpg,person 12,6358354,6358354,TARA010,,,357.7,746.6,37.33,2.0,,,32.1,30.0,2024-10-19 08:22:00,2024-10-19,2024-10,Hazardous
94,879,Sector 8,28.4505038,77.016441,Waste burning,Waste Burning,2024-10-19 10:44:04.894167,IMG_20241019_160758_626.jpg,person 23,6383109,6383109,TARA120,,,163.5,321.0,30.97,,592.0,,32.1,35.0,2024-10-19 16:11:00,2024-10-19,2024-10,Unhealthy
95,888,Sector 7,28.4706684,77.0182847,Near the Ram nagar there was the construction waste and than I went to the market where humidity increased because of the people.,Construction & Demolition Waste,2024-10-19 18:09:00.518932,1000182243.jpg,person 11,6400165,6400165,TARA009,28.470432,77.018265,137.3,346.1,16.63,1.29,,,35.2,35.0,2024-10-19 21:13:00,2024-10-19,2024-10,Unhealthy for Sensitive Groups
96,898,Sector 7,28.4706106,77.0181873,Om the old railway road get to see the pollution alot .,Vehicle Pollution,2024-10-21 16:07:49.477143,,person 11,6526433,6526433,TARA009,28.470694,77.018333,177.0,298.3,18.0,1.24,,,36.8,37.0,2024-10-21 18:58:00,2024-10-21,2024-10,Unhealthy
97,899,Sector 7,28.4706106,77.0181873,Sorry for submitting the data again that time app was not allowing to submit data with picture,Vehicle Pollution,2024-10-21 16:08:58.212107,1000183184.jpg,person 11,6526433,6526433,TARA009,28.470694,77.018333,177.0,298.3,18.0,1.24,,,36.8,37.0,2024-10-21 18:58:00,2024-10-21,2024-10,Unhealthy
98,900,Sector 7,28.4625494,77.0116446,Garbage burning ,Waste Burning,2024-10-21 16:19:27.560157,1000078526.jpg,person 12,6358500,6358500,TARA010,,,413.6,604.4,33.17,1.77,,,32.3,30.0,2024-10-19 08:25:00,2024-10-19,2024-10,Hazardous
99,903,Sector 7,28.4627163,77.0108133,Muddy area,Construction & Demolition Waste,2024-10-22 08:34:28.282760,1000012056.jpg,person 14,6576186,6576186,TARA080,28.46283,77.010849,144.9,182.1,17.0,,571.0,,36.0,31.0,2024-10-22 14:03:00,2024-10-22,2024-10,Unhealthy for Sensitive Groups
100,905,Sector 7,28.4706127,77.018157,Was not able to capture today but as this time I am seeing a lot of people are burning fire crackers so able to see the pollution these days and pm 10 is also increasing alot these days ,Waste Burning,2024-10-22 17:10:07.123191,1000183818.jpg,person 11,6602488,6602488,TARA009,28.470545,77.018234,238.3,457.9,15.0,0.97,,,32.5,41.0,2024-10-22 22:36:00,2024-10-22,2024-10,Very Unhealthy
101,906,Block C-1 & C-2,28.4866053,77.0120045,Vehicle pollution ,Vehicle Pollution,2024-10-23 03:08:18.155477,1000078645.jpg,person 12,6631649,6631649,TARA010,,,513.4,662.4,31.2,1.36,,,32.7,37.0,2024-10-23 08:37:00,2024-10-23,2024-10,Hazardous
102,907,Sector 4,28.480465,77.0143251,Construction waste,Construction & Demolition Waste,2024-10-23 03:15:28.653775,1000012908.jpg,person 14,6632014,6632014,TARA080,28.484341,77.013084,565.6,916.7,30.0,,934.0,,32.1,47.0,2024-10-23 08:44:00,2024-10-23,2024-10,Hazardous
103,908,Sector 12,28.4658368,77.0284941,Construction waste ,Construction & Demolition Waste,2024-10-23 03:28:44.831400,1000078652.jpg,person 12,6632745,6632745,TARA010,,,599.9,1011.8,33.0,1.56,,,33.1,38.0,2024-10-23 08:57:00,2024-10-23,2024-10,Hazardous
104,909,Sector 45,28.4378629,77.0679455,Garbage ,Construction & Demolition Waste,2024-10-23 03:36:53.749051,1000051324.jpg,person 30,6633081,6633081,TARA095,28.44772,77.015488,587.5,816.3,44.0,1.36,,,32.3,46.0,2024-10-23 09:03:00,2024-10-23,2024-10,Hazardous
105,914,Sector 39,28.4438534,77.0558462,Waste ,Construction & Demolition Waste,2024-10-23 07:17:04.077568,1000051333.jpg,person 30,6644767,6644767,TARA095,28.441793,77.051521,293.2,389.6,44.25,1.33,,,34.0,46.0,2024-10-23 12:45:00,2024-10-23,2024-10,Very Unhealthy
106,915,Sector 39,28.4436725,77.0550933,Pollythen waste and house waste,Construction & Demolition Waste,2024-10-23 07:19:18.504425,1000051336.jpg,person 30,6644871,6644871,TARA095,28.441771,77.051529,292.1,349.0,44.25,1.33,,,34.1,46.0,2024-10-23 12:47:00,2024-10-23,2024-10,Very Unhealthy
107,924,Sector 8,28.457535,77.016415,Vehicle pollution ,Vehicle Pollution,2024-10-25 02:45:47.152302,1000079044.jpg,person 12,6786062,6786062,TARA010,,,305.2,538.9,32.27,2.01,,,29.9,35.0,2024-10-25 08:14:00,2024-10-25,2024-10,Hazardous
108,925,Sector 8,28.457535,77.016415,Construction waste ,Construction & Demolition Waste,2024-10-25 02:47:38.863873,1000079050.jpg,person 12,6786173,6786173,TARA010,,,293.9,364.8,32.77,2.01,,,30.0,35.0,2024-10-25 08:16:00,2024-10-25,2024-10,Very Unhealthy
109,930,Sector 7,28.4705515,77.0183479,Saw this vehicle today and it was polluting as you can see ,Vehicle Pollution,2024-10-25 17:29:55.549379,1000186667.jpg,person 11,6817725,6817725,TARA009,28.470669,77.018242,53.6,173.4,14.07,1.12,,,34.6,34.0,2024-10-25 17:42:00,2024-10-25,2024-10,Moderate
110,931,Sector 12A,28.4638005,77.0332256,Brick waste,Construction & Demolition Waste,2024-10-26 03:06:25.818790,1000012908_2lW108l.jpg,person 14,6860733,6860733,TARA080,,,221.5,417.1,36.97,,542.0,,30.1,39.0,2024-10-26 08:35:00,2024-10-26,2024-10,Very Unhealthy
111,932,Shivaji Nagar,28.4649816,77.0368364,Construction waste ,Construction & Demolition Waste,2024-10-26 03:09:27.768568,1000079196.jpg,person 12,6860882,6860882,TARA010,,,247.2,495.7,41.0,1.54,,,31.3,31.0,2024-10-26 08:38:00,2024-10-26,2024-10,Very Unhealthy
112,940,Sector 7,28.4705594,77.0182974,In sector 4 because of road breakage and lot of houses being made and because of that getting to see a lot of dust in that area and also the reason of pm10 getting up,Construction & Demolition Waste,2024-10-26 18:18:33.067623,1000187347.jpg,person 11,6898947,6898947,TARA009,28.470562,77.018196,206.3,447.5,33.0,1.77,,,32.6,37.0,2024-10-26 20:11:00,2024-10-26,2024-10,Very Unhealthy
113,942,Sector 7,28.4644224,77.0087652,Vehicle pollution ,Vehicle Pollution,2024-10-27 12:54:36.619033,1000079280.jpg,person 12,6861911,6861911,TARA010,28.459219,77.074188,245.3,344.2,33.0,1.29,,,32.7,30.0,2024-10-26 08:57:00,2024-10-26,2024-10,Very Unhealthy
114,943,Sector 7,28.4625494,77.0116446,Garbage burning ,Waste Burning,2024-10-28 09:04:06.270105,1000079398.jpg,person 12,6861911,6861911,TARA010,28.459219,77.074188,245.3,344.2,33.0,1.29,,,32.7,30.0,2024-10-26 08:57:00,2024-10-26,2024-10,Very Unhealthy
115,949,Block C-1 & C-2,28.4830175,77.0136442,Block C-1 C-2 ,Vehicle Pollution,2024-10-29 13:50:33.516897,IMG20241029191936.jpg,person 25,6258638,6258638,TARA097,28.483776,77.014633,144.4,226.1,14.88,1.69,,,35.0,35.0,2024-10-17 23:28:00,2024-10-17,2024-10,Unhealthy for Sensitive Groups
116,951,Sector 12,28.4634662,77.0242596,Saw this waste near sector 12 and pm 10 was increased ,Construction & Demolition Waste,2024-10-30 06:13:34.827917,1000273556.jpg,person 11,7032403,7032403,TARA009,28.450943,77.007767,76.9,138.1,4.07,0.92,,,49.8,29.0,2024-10-30 11:41:00,2024-10-30,2024-10,Moderate
117,952,Sector 7,28.4627509,77.0107747,Dusty area,Construction & Demolition Waste,2024-10-30 08:17:31.472123,1000012048.jpg,person 14,6862663,6862663,TARA080,28.446529,77.078171,184.5,298.5,41.0,,600.0,,31.2,35.0,2024-10-26 09:11:00,2024-10-26,2024-10,Unhealthy
118,954,Sector 3A,28.4831594,77.0134442,Sector 3A ,Vehicle Pollution,2024-10-30 12:33:07.969121,IMG20241030180154.jpg,person 25,7052095,7052095,TARA097,,,219.7,431.0,40.0,2.5,,,30.8,47.0,2024-10-30 18:02:00,2024-10-30,2024-10,Very Unhealthy
119,955,Sector 7,28.4625494,77.0116446,Vehicle pollution ,Vehicle Pollution,2024-10-30 14:44:48.864853,1000079564.jpg,person 12,7056113,7056113,TARA010,28.462723,77.010635,255.3,488.1,14.33,1.33,,,35.2,31.0,2024-10-30 19:18:00,2024-10-30,2024-10,Very Unhealthy
120,956,Sector 7,28.4601787,77.0130843,Construction waste,Construction & Demolition Waste,2024-10-31 02:39:04.571180,1000079632.jpg,person 12,7095823,7095823,TARA010,,,342.5,438.9,40.83,2.01,,,31.0,37.0,2024-10-31 08:08:00,2024-10-31,2024-10,Hazardous
121,957,Sector 8,28.4576232,77.0163235,Vehicle pollution ,Vehicle Pollution,2024-10-31 02:41:15.945228,1000079640.jpg,person 12,7095938,7095938,TARA010,,,324.2,478.4,41.0,2.01,,,31.2,36.0,2024-10-31 08:10:00,2024-10-31,2024-10,Hazardous
122,958,Sector 3A,28.482948,77.0135575,Sector 3A ,Vehicle Pollution,2024-10-31 13:40:26.162963,IMG20241031190940.jpg,person 25,7128312,7128312,TARA097,,,301.3,425.7,27.93,2.49,,,30.4,41.0,2024-10-31 19:09:00,2024-10-31,2024-10,Hazardous
123,962,Sector 7,28.4631622,77.0105649,Crackers burning,Vehicle Pollution,2024-10-31 14:25:27.010352,1000079795.jpg,person 12,7130906,7130906,TARA010,28.462711,77.010582,821.3,1175.1,12.0,2.02,,,33.8,35.0,2024-10-31 19:53:00,2024-10-31,2024-10,Hazardous
124,967,Block C-1 & C-2,28.4840771,77.0149385,Block C-1 C-2 ,Vehicle Pollution,2024-11-01 11:12:13.610805,IMG20241101161956.jpg,person 25,7128672,7128672,TARA097,28.484104,77.014862,243.3,393.5,40.0,1.93,,,31.0,41.0,2024-10-31 19:15:00,2024-10-31,2024-10,Very Unhealthy
125,968,Sector 12,28.46301339,77.02284663,This car was polluting alot.,Vehicle Pollution,2024-11-01 12:12:35.863247,,person 11,7194001,7194001,TARA009,28.463501,77.018723,86.5,187.2,14.0,1.61,,,34.0,30.0,2024-11-01 16:20:00,2024-11-01,2024-11,Moderate
126,969,Sector 12,28.46301339,77.02284663,This car was polluting alot.,Vehicle Pollution,2024-11-01 12:12:36.778560,1000274262.jpg,person 11,7194001,7194001,TARA009,28.463501,77.018723,86.5,187.2,14.0,1.61,,,34.0,30.0,2024-11-01 16:20:00,2024-11-01,2024-11,Moderate
127,970,Sector 7,28.4625494,77.0116446,Cracker burning,Waste Burning,2024-11-01 13:57:39.194250,1000079933.jpg,person 12,7203611,7203611,TARA010,,,1220.1,1860.5,14.0,2.02,,,33.5,30.0,2024-11-01 19:26:00,2024-11-01,2024-11,Hazardous
128,975,Sector 7,28.4691522,77.0214015,There was construction going on near the censor which was the reason for pm 10 and 2.5 getting up also humidity here was more because of narrow road,Construction & Demolition Waste,2024-11-02 10:52:23.017436,1000094307.jpg,person 11,7248016,7248016,TARA009,28.463488,77.024338,73.3,159.9,14.0,0.89,,,34.0,30.0,2024-11-02 11:46:00,2024-11-02,2024-11,Moderate
129,979,Sector 3A,28.4831594,77.0134442,Sector 3A ,Vehicle Pollution,2024-11-02 13:16:45.173842,IMG20241102183944.jpg,person 25,7268691,7268691,TARA097,,,174.0,516.8,29.87,2.49,,,30.1,35.0,2024-11-02 18:45:00,2024-11-02,2024-11,Unhealthy
130,980,Sector 21,28.5123076,77.06841927,Fire in the garbage ,Industrial Pollution,2024-11-02 17:36:29.812990,1000225101.jpg,person 7,6655735,6655735,TARA006,28.51288,77.067574,154.3,185.7,17.07,,648.0,,35.3,32.0,2024-10-23 16:03:00,2024-10-23,2024-10,Unhealthy
131,981,Sector 7,28.4654632,77.0084053,Vehicle pollution ,Vehicle Pollution,2024-11-03 11:29:42.902035,1000080160.jpg,person 12,7330974,7330974,TARA010,,,255.6,312.5,32.03,1.46,,,32.7,29.0,2024-11-03 16:51:00,2024-11-03,2024-11,Very Unhealthy
132,982,Block C-1 & C-2,28.4839808,77.0145239,Block C-1 C-2 ,Vehicle Pollution,2024-11-03 14:27:46.266595,IMG20241030180135_pu3LleY.jpg,person 25,7268862,7268862,TARA097,,,319.2,537.9,34.3,2.11,,,30.6,36.0,2024-11-02 18:48:00,2024-11-02,2024-11,Hazardous
133,989,Block C-1 & C-2,28.483067,77.0139685,Block C-1 C-2 ,Vehicle Pollution,2024-11-04 12:54:03.694518,IMG20241104182120.jpg,person 25,7268862,7268862,TARA097,,,319.2,537.9,34.3,2.11,,,30.6,36.0,2024-11-02 18:48:00,2024-11-02,2024-11,Hazardous
134,983,Sector 4,28.4755738,77.0147983,Waste ,Construction & Demolition Waste,2024-11-04 03:00:23.070864,1000015134.jpg,person 14,7374349,7374349,TARA080,,,252.9,351.8,35.0,,908.0,,28.0,39.0,2024-11-04 08:29:00,2024-11-04,2024-11,Very Unhealthy
135,984,Sector 12A,28.4689258,77.0368364,Ve,Vehicle Pollution,2024-11-04 03:33:51.805221,1000080223.jpg,person 12,7376008,7376008,TARA010,28.472321,77.031906,364.5,881.4,33.0,1.4,,,30.4,26.0,2024-11-04 09:02:00,2024-11-04,2024-11,Hazardous
136,985,Sector 13,28.4700849,77.0391664,Dusty area ,Construction & Demolition Waste,2024-11-04 03:35:13.131666,1000015140.jpg,person 14,7376114,7376114,TARA080,28.472324,77.031921,388.4,672.2,34.0,,696.0,,29.2,33.0,2024-11-04 09:04:00,2024-11-04,2024-11,Hazardous
137,986,Sector 13,28.4700849,77.0391664,Leafy waste,Construction & Demolition Waste,2024-11-04 03:36:41.765456,1000015147.jpg,person 14,7376114,7376114,TARA080,28.472324,77.031921,388.4,672.2,34.0,,696.0,,29.2,33.0,2024-11-04 09:04:00,2024-11-04,2024-11,Hazardous
138,987,Sector 16,28.4698972,77.0469116,Construction waste ,Construction & Demolition Waste,2024-11-04 03:38:43.392108,1000080226.jpg,person 12,7376219,7376219,TARA010,28.472321,77.031906,313.2,542.3,33.0,1.37,,,30.4,25.0,2024-11-04 09:06:00,2024-11-04,2024-11,Hazardous
139,988,Gurugram,28.3510482,77.0605838,Waste burn ,Waste Burning,2024-11-04 04:56:39.044596,IMG_20241102_112509.jpg,person 1,7366673,7366673,TARA085,28.351814,77.061752,359.2,538.0,33.0,1.08,,,26.3,40.0,2024-11-04 05:35:00,2024-11-04,2024-11,Hazardous
140,992,Sector 8,28.4640663,77.0199225,Construction waste ,Construction & Demolition Waste,2024-11-05 02:37:41.879032,1000080447.jpg,person 12,7444611,7444611,TARA010,,,514.5,827.2,35.0,2.0,,,28.6,35.0,2024-11-05 08:06:00,2024-11-05,2024-11,Hazardous
141,993,Sector 12A,28.4672717,77.027239,Construction waste,Construction & Demolition Waste,2024-11-05 03:52:45.936257,1000015292.jpg,person 14,7448414,7448414,TARA080,28.469004,77.024826,523.3,866.7,38.07,,757.0,,28.7,44.0,2024-11-05 09:21:00,2024-11-05,2024-11,Hazardous
142,994,Sector 16,28.4653078,77.0386516,Waste lying along the roadsjde,Construction & Demolition Waste,2024-11-05 03:58:50.891231,1000015293.jpg,person 14,7448730,7448730,TARA080,28.463331,77.032738,420.2,760.2,36.07,,750.0,,29.2,43.0,2024-11-05 09:27:00,2024-11-05,2024-11,Hazardous
143,995,IFFCO Chowk,28.4613351,77.0682416,Iifco chowk,Vehicle Pollution,2024-11-05 04:16:30.552363,IMG20241105092307.jpg,person 25,7449622,7449622,TARA097,28.475197,77.059525,363.5,449.2,30.53,1.88,,,31.9,38.0,2024-11-05 09:44:00,2024-11-05,2024-11,Hazardous
144,998,Sector 16,28.4685788,77.0443929,Construction waste dust pollution ,Construction & Demolition Waste,2024-11-06 03:19:34.170772,1000080521.jpg,person 12,7520051,7520051,TARA010,,,939.6,2290.3,39.47,1.51,,,31.9,35.0,2024-11-06 08:48:00,2024-11-06,2024-11,Hazardous
145,999,Sector 16,28.4707184,77.047991,Dusty area,Construction & Demolition Waste,2024-11-06 03:20:33.482891,1000015284.jpg,person 14,7520112,7520112,TARA080,28.469679,77.045914,508.9,905.1,41.4,,1251.0,,30.3,47.0,2024-11-06 08:49:00,2024-11-06,2024-11,Hazardous
146,1000,Sector 43,28.44852,77.079424,Waste along the roadside,Construction & Demolition Waste,2024-11-06 08:20:59.246971,1000015146.jpg,person 14,7535083,7535083,TARA080,28.44812,77.078644,307.8,407.7,36.53,,591.0,,30.2,41.0,2024-11-06 13:49:00,2024-11-06,2024-11,Hazardous
147,1001,Sector 52A,28.4473551,77.0799074,Too many vehicles,Vehicle Pollution,2024-11-06 08:22:04.536769,1000080584.jpg,person 12,7521968,7521968,TARA010,28.446491,77.078072,296.7,486.6,41.0,1.07,,,31.2,31.0,2024-11-06 09:24:00,2024-11-06,2024-11,Very Unhealthy
148,1002,IFFCO Chowk,28.4715401,77.0722132,Vehicles pollution,Vehicle Pollution,2024-11-06 08:33:17.233182,1000010707.jpg,person 14,7535695,7535695,TARA080,28.464413,77.073524,305.7,445.2,30.97,,814.0,,32.0,39.0,2024-11-06 14:01:00,2024-11-06,2024-11,Hazardous
149,1003,Block C-1 & C-2,28.4841114,77.0149045,Block C-1 C-2 ,Vehicle Pollution,2024-11-06 15:01:54.835978,IMG20241106200242.jpg,person 25,7450350,7450350,TARA097,28.445824,77.07679,506.1,943.8,34.6,1.57,,,33.2,37.0,2024-11-05 09:58:00,2024-11-05,2024-11,Hazardous
150,1009,Block C-1 & C-2,28.4835164,77.0143444,Block C-1 C-2 ,Vehicle Pollution,2024-11-08 13:58:48.030499,IMG20241108192812.jpg,person 25,7450350,7450350,TARA097,28.445824,77.07679,506.1,943.8,34.6,1.57,,,33.2,37.0,2024-11-05 09:58:00,2024-11-05,2024-11,Hazardous
151,1004,Gurugram,28.3562823,77.0702796,Construction ,Construction & Demolition Waste,2024-11-07 07:27:30.241795,1000071112.jpg,person 9,7603788,7603788,TARA067,28.356512,77.069916,347.4,524.0,33.83,1.22,,,28.2,56.0,2024-11-07 12:56:00,2024-11-07,2024-11,Hazardous
152,1005,Sector 7,28.4630926,77.009845,Too many Vehicles,Vehicle Pollution,2024-11-08 02:52:59.785308,1000080753.jpg,person 12,7660242,7660242,TARA010,,,493.2,643.1,34.0,2.0,,,28.8,42.0,2024-11-08 08:20:00,2024-11-08,2024-11,Hazardous
153,1006,Sector 7,28.4630926,77.009845,Construction waste ,Construction & Demolition Waste,2024-11-08 02:53:51.562030,1000080751.jpg,person 12,7660242,7660242,TARA010,,,493.2,643.1,34.0,2.0,,,28.8,42.0,2024-11-08 08:20:00,2024-11-08,2024-11,Hazardous
154,1007,Sector 7,28.4627551,77.0107646,Vehicle emmiting pollution,Vehicle Pollution,2024-11-08 05:15:41.104131,1000015433.jpg,person 14,7666945,7666945,TARA080,,,306.5,362.4,33.0,,695.0,,29.6,50.0,2024-11-08 10:40:00,2024-11-08,2024-11,Hazardous
155,1008,Sector 7,28.4686024,77.0141062,There was alot of dust because of the guy,Construction & Demolition Waste,2024-11-08 11:37:08.625670,1000275536.jpg,person 11,7685904,7685904,TARA009,28.46884,77.014023,252.3,469.5,33.0,1.43,,,33.0,44.0,2024-11-08 17:06:00,2024-11-08,2024-11,Very Unhealthy
156,1010,Sector 16,28.4686557,77.0440522,Semi burnt waste,Construction & Demolition Waste,2024-11-09 03:42:45.885003,1000015429.jpg,person 14,7731373,7731373,TARA080,28.465055,77.035866,405.3,588.3,41.5,,999.0,,31.4,45.0,2024-11-09 09:11:00,2024-11-09,2024-11,Hazardous
157,1011,Sector 17,28.4726727,77.0533881,Construction waste ,Construction & Demolition Waste,2024-11-09 03:45:08.731391,1000080755.jpg,person 12,7731477,7731477,TARA010,28.465019,77.035866,480.3,864.9,41.0,1.28,,,31.1,40.0,2024-11-09 09:13:00,2024-11-09,2024-11,Hazardous
158,1012,Sector 3A,28.4826298,77.0136515,Sector 3A ,Vehicle Pollution,2024-11-09 12:47:57.085597,IMG20241109181708.jpg,person 25,7758216,7758216,TARA097,,,555.8,751.1,34.0,2.48,,,28.8,52.0,2024-11-09 18:16:00,2024-11-09,2024-11,Hazardous
159,1014,Block C-1 & C-2,28.4836223,77.0145239,Block C-1 C-2 ,Vehicle Pollution,2024-11-10 14:33:14.500030,IMG20241110200227.jpg,person 25,7758216,7758216,TARA097,,,555.8,751.1,34.0,2.48,,,28.8,52.0,2024-11-09 18:16:00,2024-11-09,2024-11,Hazardous
160,1013,Sector 7,28.4625494,77.0116446,Vehicle pollution ,Vehicle Pollution,2024-11-10 02:20:03.057094,1000080928.jpg,person 12,7796953,7796953,TARA010,28.462473,77.010422,330.1,398.2,34.0,1.5,,,27.9,41.0,2024-11-10 07:48:00,2024-11-10,2024-11,Hazardous
161,1015,Sector 7,28.4624318,77.010598,Construction waste ,Construction & Demolition Waste,2024-11-11 02:44:44.106704,1000081177.jpg,person 12,7870252,7870252,TARA010,,,520.3,699.1,33.13,2.0,,,28.0,45.0,2024-11-11 08:11:00,2024-11-11,2024-11,Hazardous
162,1016,IFFCO Chowk,28.4761707,77.0712344, near Iffco metro ,Brick Kilns,2024-11-11 03:47:56.449871,IMG_20241111_091541.jpg,person 20,7873486,7873486,TARA093,,,283.2,382.7,34.0,1.23,,,27.5,58.0,2024-11-11 09:16:00,2024-11-11,2024-11,Very Unhealthy
163,1017,Sector 44,28.4464891,77.0756933,Industrial pollution ,Industrial Pollution,2024-11-11 04:05:57.434049,IMG_20241111_093300.jpg,person 20,7874395,7874395,TARA093,28.446531,77.078011,383.2,525.7,42.0,0.85,,,31.4,49.0,2024-11-11 09:34:00,2024-11-11,2024-11,Hazardous
164,1022,Sector 7,28.4620471,77.0167324,The one of these auto were polluting alot .,Vehicle Pollution,2024-11-11 11:49:46.054549,1000275983.jpg,person 11,7899219,7899219,TARA009,28.468834,77.014069,298.2,812.7,34.0,1.98,,,33.2,42.0,2024-11-11 17:10:00,2024-11-11,2024-11,Very Unhealthy
165,1023,Sector 7,28.4624738,77.0112621,Vehicle pollution,Vehicle Pollution,2024-11-12 04:03:51.170376,1000015434.jpg,person 14,7893831,7893831,TARA080,28.451206,77.087151,48.9,62.1,4.03,,1276.0,,39.2,26.0,2024-11-11 15:33:00,2024-11-11,2024-11,Good
166,1024,Sector 53,28.4517077,77.0877443,Vehicle pollution,Vehicle Pollution,2024-11-12 06:22:47.385785,1000016140.jpg,person 14,7956767,7956767,TARA080,28.451056,77.087242,112.1,196.3,16.1,,1276.0,,36.1,30.0,2024-11-12 11:49:00,2024-11-12,2024-11,Unhealthy for Sensitive Groups
167,1025,Block C-1 & C-2,28.4841482,77.0149059,Block C-1 C-2 ,Vehicle Pollution,2024-11-12 15:20:52.072527,IMG20241112185725.jpg,person 25,7985122,7985122,TARA097,,,316.4,445.7,30.0,1.28,,,31.7,38.0,2024-11-12 20:17:00,2024-11-12,2024-11,Hazardous
168,1026,Sector 7,28.4706217,77.0182047,People in our area were burning fire crackers and during this process the pm 10 and pm 2.5 was getting high,Waste Burning,2024-11-12 16:07:23.570246,1000194239.jpg,person 11,7989701,7989701,TARA009,28.470501,77.018272,622.8,874.1,15.06,1.11,,,33.4,34.0,2024-11-12 21:35:00,2024-11-12,2024-11,Hazardous
169,1027,Sector 7,28.4705821,77.0183515,In the early morning I get to see the mix of pollution and the fog and also I feel that this is because of waste burning so I am categoriesing in waste burning ,Waste Burning,2024-11-13 02:50:17.109057,1000194285.jpg,person 11,7989754,7989754,TARA009,28.470524,77.018288,672.1,886.8,15.06,1.12,,,33.4,34.0,2024-11-12 21:36:00,2024-11-12,2024-11,Hazardous
170,1029,Sector 7,28.4626335,77.0106067,Vehicle pollution ,Vehicle Pollution,2024-11-14 05:20:46.850139,1000081241.jpg,person 12,8097136,8097136,TARA010,,,785.5,1012.4,33.7,2.0,,,25.9,45.0,2024-11-14 08:19:00,2024-11-14,2024-11,Hazardous
171,1042,Block C-1 & C-2,28.4834552,77.0143116,Block C-1 C-2 ,Vehicle Pollution,2024-11-15 13:23:54.051110,IMG20241115184828.jpg,person 25,8021016,8021016,TARA097,,,660.5,886.8,33.5,1.46,,,31.9,43.0,2024-11-13 08:04:00,2024-11-13,2024-11,Hazardous
172,1043,Sector 7,28.4628036,77.0105649,Vehicle pollution ,Vehicle Pollution,2024-11-16 06:30:56.436128,1000081245.jpg,person 12,8249166,8249166,TARA010,,,503.0,712.2,33.03,2.0,,,26.2,35.0,2024-11-16 08:20:00,2024-11-16,2024-11,Hazardous
173,1048,Sector 39,28.441973,77.0517344,Industrial pollution ,Industrial Pollution,2024-11-16 12:40:29.937329,1000053420.jpg,person 30,8281249,8281249,TARA095,28.441772,77.051735,1510.7,2567.0,41.0,1.6,,,31.5,37.0,2024-11-16 18:09:00,2024-11-16,2024-11,Hazardous
